bar_index,timestamp,hour_of_day,symbol,timeframe,direction,grade,confidence,level_type,in_lvn,cvd_signal,cvd_seq_length,bull_val,bear_vah,entry_price,stop_loss,targets_hit,r_multiple,outcome,bars_to_outcome
9819,2026-05-11 01:30:00,1,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,81463.6056,81962.0,81493.77,80667.715473,0,-1.0,LOSS,6
9825,2026-05-11 03:00:00,3,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,81400.0988,81849.8088,80615.01,80353.248246,4,3.77,WIN,53
9838,2026-05-11 06:15:00,6,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,80700.028,80763.0416,80988.0,80305.858387,1,1.541,WIN,46
9846,2026-05-11 08:15:00,8,BTCUSDT,15m,LONG,A,76.0,KEY_LEVEL,False,BULLISH_ENTRY,2,80711.032,80818.7248,80646.84,80231.196391,3,1.302,WIN,38
9859,2026-05-11 11:30:00,11,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,80910.3464,0.0,81144.52,80625.412765,0,-1.0,LOSS,12
9870,2026-05-11 14:15:00,14,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,81072.0,81064.436,80750.01,80556.449264,0,-1.0,LOSS,1
9882,2026-05-11 17:15:00,17,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,0.0,81812.9826,81637.93,80748.871449,2,-0.276,LOSS,33
9892,2026-05-11 19:45:00,19,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,81844.696,82093.7578,81961.99,81270.302944,1,0.115,WIN,1
9898,2026-05-11 21:15:00,21,BTCUSDT,15m,LONG,A,83.0,LVN,True,BULLISH_ENTRY,1,81844.696,82046.434,81639.26,81092.387979,2,-0.005,LOSS,17
9916,2026-05-12 01:45:00,1,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,0.0,81161.7336,81199.18,80433.980505,2,-0.515,LOSS,48
9936,2026-05-12 06:45:00,6,BTCUSDT,15m,LONG,B,68.0,KEY_LEVEL,False,BULLISH_ENTRY,1,81181.8,81300.4726,81022.44,80684.713049,0,-1.0,LOSS,14
