bar_index,timestamp,symbol,timeframe,direction,grade,confidence,regime,score_structure,score_location,score_momentum,score_orderflow,score_volatility,score_total,entry_price,target_price,stop_price,outcome,bars_to_outcome
2400,2026-05-09 19:00:00,BTCUSDT,5m,LONG,B,69.0,TRENDING_UP,15.0,7.0,8.0,-11.0,0.0,69.0,80882.24,80994.609046,80826.055477,LOSS,5
2407,2026-05-09 19:35:00,BTCUSDT,5m,SHORT,C,56.0,TRENDING_DOWN,5.0,0.0,-6.0,7.0,0.0,56.0,80803.77,80703.122216,80854.093892,LOSS,2
2413,2026-05-09 20:05:00,BTCUSDT,5m,LONG,B,73.0,TRENDING_UP,15.0,7.0,-11.0,12.0,0.0,73.0,80875.86,80977.9079,80824.83605,LOSS,2
2467,2026-05-10 00:35:00,BTCUSDT,5m,LONG,C,52.0,TRENDING_UP,5.0,-10.0,-6.0,13.0,0.0,52.0,80742.56,80832.279566,80697.700217,LOSS,2
2475,2026-05-10 01:15:00,BTCUSDT,5m,SHORT,C,50.0,TRENDING_DOWN,5.0,-13.0,-4.0,12.0,0.0,50.0,80618.08,80520.877952,80666.681024,LOSS,7
2491,2026-05-10 02:35:00,BTCUSDT,5m,LONG,C,54.0,TRENDING_UP,5.0,-10.0,-2.0,11.0,0.0,54.0,80740.0,80833.703642,80693.148179,TIMEOUT,10
2501,2026-05-10 03:25:00,BTCUSDT,5m,LONG,B,64.0,TRENDING_UP,15.0,5.0,3.0,-9.0,0.0,64.0,80744.02,80827.30191,80702.379045,WIN,2
2520,2026-05-10 05:00:00,BTCUSDT,5m,SHORT,C,51.0,TRENDING_DOWN,5.0,0.0,-6.0,7.0,-5.0,51.0,80750.01,80671.17425,80789.427875,LOSS,3
2561,2026-05-10 08:25:00,BTCUSDT,5m,LONG,A,81.0,TRENDING_UP,15.0,5.0,-2.0,13.0,0.0,81.0,80873.64,80954.257296,80833.331352,LOSS,3
2587,2026-05-10 10:35:00,BTCUSDT,5m,SHORT,C,56.0,REVERSAL,5.0,0.0,-11.0,12.0,0.0,56.0,80805.51,80715.828344,80850.350828,LOSS,3
2592,2026-05-10 11:00:00,BTCUSDT,5m,LONG,A,83.0,TRENDING_UP,15.0,10.0,-2.0,13.0,-3.0,83.0,80934.45,81027.019966,80888.165017,LOSS,1
2609,2026-05-10 12:25:00,BTCUSDT,5m,LONG,C,50.0,TRENDING_UP,-15.0,10.0,-2.0,10.0,-3.0,50.0,80927.32,81018.39332,80881.78334,LOSS,2
2619,2026-05-10 13:15:00,BTCUSDT,5m,LONG,A,95.0,TRENDING_UP,15.0,10.0,7.0,13.0,0.0,95.0,80939.84,81023.856358,80897.831821,TIMEOUT,10
2629,2026-05-10 14:05:00,BTCUSDT,5m,LONG,A,76.0,TRENDING_UP,15.0,10.0,8.0,-7.0,0.0,76.0,80933.19,81012.649724,80893.460138,LOSS,3
2639,2026-05-10 14:55:00,BTCUSDT,5m,LONG,B,64.0,TRENDING_UP,15.0,5.0,-10.0,12.0,-8.0,64.0,80990.11,81097.546986,80936.391507,WIN,1
2649,2026-05-10 15:45:00,BTCUSDT,5m,LONG,A,87.0,TRENDING_UP,15.0,7.0,7.0,13.0,-5.0,87.0,81341.91,81507.504992,81259.112504,LOSS,8
2673,2026-05-10 17:45:00,BTCUSDT,5m,LONG,C,52.0,REVERSAL,15.0,7.0,-10.0,-7.0,-3.0,52.0,81370.81,81540.226874,81286.101563,WIN,1
2692,2026-05-10 19:20:00,BTCUSDT,5m,LONG,C,55.0,TRENDING_UP,-15.0,7.0,0.0,13.0,0.0,55.0,81466.61,81625.732788,81387.048606,LOSS,6
2704,2026-05-10 20:20:00,BTCUSDT,5m,SHORT,B,72.0,TRENDING_DOWN,15.0,5.0,-2.0,9.0,-5.0,72.0,81119.46,80938.437558,81209.971221,WIN,2
2721,2026-05-10 21:45:00,BTCUSDT,5m,LONG,C,56.0,TRENDING_UP,5.0,0.0,-8.0,12.0,-3.0,56.0,80850.18,81153.299278,80698.620361,WIN,3
2731,2026-05-10 22:35:00,BTCUSDT,5m,LONG,A,91.0,TRENDING_UP,15.0,7.0,15.0,12.0,-8.0,91.0,81937.85,82393.89998,81709.82501,WIN,5
2741,2026-05-10 23:25:00,BTCUSDT,5m,LONG,A,91.0,TRENDING_UP,15.0,7.0,11.0,11.0,-3.0,91.0,82231.49,82645.56786,82024.45107,LOSS,8
2752,2026-05-11 00:20:00,BTCUSDT,5m,SHORT,C,55.0,TRENDING_DOWN,5.0,0.0,-6.0,9.0,-3.0,55.0,81784.18,81374.908372,81988.815814,WIN,6
2787,2026-05-11 03:15:00,BTCUSDT,5m,SHORT,C,51.0,TRENDING_DOWN,5.0,-10.0,-4.0,10.0,0.0,51.0,80656.15,80355.302846,80806.573577,TIMEOUT,10
2811,2026-05-11 05:15:00,BTCUSDT,5m,SHORT,C,53.0,TRENDING_DOWN,15.0,7.0,-15.0,1.0,-5.0,53.0,80892.52,80711.606262,80982.976869,TIMEOUT,10
2825,2026-05-11 06:25:00,BTCUSDT,5m,LONG,C,51.0,TRENDING_UP,5.0,0.0,-4.0,10.0,-10.0,51.0,80988.0,81158.519374,80902.740313,LOSS,3
2838,2026-05-11 07:30:00,BTCUSDT,5m,SHORT,A,77.0,TRENDING_DOWN,15.0,7.0,-2.0,12.0,-5.0,77.0,80724.58,80554.997064,80809.371468,TIMEOUT,10
2858,2026-05-11 09:10:00,BTCUSDT,5m,LONG,A,76.0,TRENDING_UP,25.0,7.0,-4.0,3.0,-5.0,76.0,80925.35,81078.387918,80848.831041,TIMEOUT,10
2868,2026-05-11 10:00:00,BTCUSDT,5m,LONG,A,100.0,TRENDING_UP,25.0,10.0,11.0,15.0,-10.0,100.0,80966.65,81098.001166,80900.974417,WIN,3
2886,2026-05-11 11:30:00,BTCUSDT,5m,LONG,C,55.0,TRENDING_UP,-15.0,7.0,7.0,6.0,0.0,55.0,81154.7,81311.622858,81076.238571,LOSS,8
2896,2026-05-11 12:20:00,BTCUSDT,5m,LONG,A,81.0,TRENDING_UP,15.0,7.0,17.0,-8.0,0.0,81.0,81313.75,81481.212358,81230.018821,LOSS,3
2911,2026-05-11 13:35:00,BTCUSDT,5m,SHORT,B,60.0,TRENDING_DOWN,5.0,0.0,-2.0,12.0,-5.0,60.0,80869.29,80646.189426,80980.840287,LOSS,1
2922,2026-05-11 14:30:00,BTCUSDT,5m,SHORT,B,74.0,TRENDING_DOWN,15.0,7.0,-2.0,9.0,-5.0,74.0,80608.28,80295.453528,80764.693236,LOSS,1
2933,2026-05-11 15:25:00,BTCUSDT,5m,LONG,A,78.0,TRENDING_UP,15.0,5.0,5.0,11.0,-8.0,78.0,81343.39,81679.308306,81175.430847,WIN,9
2943,2026-05-11 16:15:00,BTCUSDT,5m,LONG,A,100.0,TRENDING_UP,25.0,7.0,15.0,10.0,-5.0,100.0,81831.99,82144.489548,81675.740226,LOSS,5
2955,2026-05-11 17:15:00,BTCUSDT,5m,SHORT,C,54.0,REVERSAL,5.0,0.0,-10.0,9.0,0.0,54.0,81609.98,81304.077498,81762.931251,LOSS,4
2967,2026-05-11 18:15:00,BTCUSDT,5m,LONG,C,54.0,TRENDING_UP,-15.0,7.0,11.0,1.0,0.0,54.0,81887.99,82144.287222,81759.841389,LOSS,9
2988,2026-05-11 20:00:00,BTCUSDT,5m,LONG,C,54.0,RANGING,-15.0,7.0,-1.0,13.0,0.0,54.0,82033.54,82275.734992,81912.442504,LOSS,2
